Customer_ID,Age,Gender,Employment_Status,Annual_Income,Dependents,Policy_Type,Policy_Duration,Premium_Amount,Coverage_Amount,Claim_Amount,Past_Claims,Time_Since_Last_Claim,Documents_Submitted,Fraud_Risk,Claim_Approval
7005,23,Female,Employed,98254,4,Property,19,16838,37186,23665,0,14,9,Low,1
7006,59,Female,Retired,130192,1,Auto,10,17062,372419,92546,1,45,2,Low,0
7007,42,Female,Self-Employed,146658,1,Health,18,2224,215127,90490,7,21,3,Medium,1
7008,38,Male,Self-Employed,45530,4,Auto,3,1679,310078,88911,8,37,9,Low,1
7009,33,Male,Unemployed,79003,1,Auto,16,17751,390428,84167,8,45,6,Low,1
7010,48,Male,Unemployed,52908,0,Health,18,16031,285833,32765,8,3,5,Low,1
7011,31,Female,Retired,135407,2,Life,14,1477,474706,51776,0,20,9,Medium,1
7012,56,Male,Retired,87186,2,Life,17,14207,289348,49714,7,79,7,Low,1
7013,45,Male,Unemployed,60653,3,Auto,5,14022,284228,82497,4,45,2,Low,0
7014,49,Male,Retired,150503,2,Health,17,9357,194718,85636,2,88,9,Medium,1
7015,45,Male,Unemployed,198104,0,Property,14,10764,39108,82053,5,22,6,Low,0
7016,68,Female,Self-Employed,53783,2,Health,3,11215,239332,33138,3,16,3,Medium,1
7017,66,Female,Unemployed,73535,2,Life,15,17666,316296,34592,0,95,1,Low,0
7018,26,Female,Employed,126838,0,Auto,12,4797,217657,94772,2,111,4,Medium,1
7019,62,Male,Unemployed,108273,4,Property,17,8538,383532,12754,1,65,8,Low,1
7020,39,Male,Unemployed,45551,2,Life,17,7232,34308,72970,0,0,5,High,0
7021,49,Male,Employed,63543,3,Property,19,13659,498494,74343,9,110,5,Low,1
7022,22,Female,Employed,170576,2,Health,7,4050,29162,98396,8,72,2,Low,0
7023,40,Female,Employed,167443,2,Health,5,6090,287277,30920,2,108,4,Low,1
7024,22,Female,Employed,70975,0,Life,2,5585,45450,34082,0,89,4,Low,1
7025,59,Female,Unemployed,49036,0,Life,16,11174,235805,15719,2,48,9,Low,1
7026,49,Female,Retired,101083,3,Property,13,12765,207096,59282,0,34,7,Low,1
7027,27,Male,Employed,73756,1,Property,11,16647,101900,72341,0,59,7,Low,1
7028,56,Female,Self-Employed,112739,0,Health,7,17843,205064,20318,8,5,9,Low,1
7029,32,Female,Unemployed,144348,1,Auto,3,9255,189278,93821,0,117,9,Low,1
7030,24,Female,Retired,29305,3,Property,6,17608,260605,7331,4,40,5,Low,1
7031,46,Male,Self-Employed,86436,2,Health,5,7721,199806,19921,4,72,1,Medium,0
7032,64,Female,Unemployed,23747,2,Auto,1,8938,76874,64607,0,83,2,High,0
7033,20,Female,Unemployed,196096,1,Life,1,19512,174973,56620,8,48,8,Low,1
7034,36,Female,Self-Employed,43245,3,Life,18,14330,119417,61558,4,25,6,Medium,1
7035,27,Male,Employed,154175,3,Property,3,16757,204111,80153,1,104,8,High,0
7036,45,Male,Employed,134938,0,Auto,19,18131,112955,69335,6,33,3,Low,1
7037,46,Female,Self-Employed,180649,1,Health,10,15416,335619,88763,8,110,3,High,0
7038,32,Female,Retired,159559,0,Property,11,19278,271901,56769,3,73,6,Low,1
7039,52,Female,Employed,115559,1,Health,8,18111,118952,49823,4,105,4,Low,1
7040,23,Female,Unemployed,65567,0,Auto,11,9324,13162,11199,8,93,4,Low,1
7041,29,Male,Unemployed,131709,0,Property,5,6935,59390,71562,1,3,4,Medium,0
7042,64,Female,Retired,136322,3,Auto,4,13041,230459,71649,4,102,2,Low,0
7043,55,Male,Unemployed,140717,3,Auto,13,6642,497740,34623,5,97,7,Low,1
7044,30,Female,Employed,156687,2,Auto,6,9350,148482,25601,2,8,5,Low,1
7045,46,Male,Retired,96004,2,Health,2,18007,17120,73945,9,68,5,Low,0
7046,36,Male,Employed,30879,3,Life,6,13244,167774,45373,8,105,7,Low,1
7047,20,Female,Retired,117491,3,Property,10,6800,286954,9466,9,8,5,High,0
7048,25,Male,Self-Employed,164150,0,Health,4,9575,440070,70156,7,24,1,Low,0
7049,25,Female,Unemployed,24590,2,Auto,16,9388,333913,57540,3,39,2,Medium,0
7050,37,Male,Retired,30910,3,Health,10,13116,205069,10127,4,66,5,Low,1
7051,64,Male,Self-Employed,183048,1,Auto,1,14117,435898,16166,7,24,7,Low,1
7052,21,Female,Employed,41574,1,Auto,13,9406,353789,32526,9,50,2,Medium,0
7053,68,Female,Self-Employed,191724,2,Auto,14,4489,59928,78558,9,17,8,Medium,0
7054,38,Male,Employed,53430,1,Auto,12,17125,56780,42867,0,109,5,Low,1
7055,20,Male,Retired,75627,0,Health,13,19111,95698,94099,7,58,9,Low,1
7056,62,Female,Retired,72239,2,Auto,1,11697,271056,45766,5,74,6,Low,1
7057,25,Female,Unemployed,73913,3,Health,14,10031,352181,76598,6,86,3,Low,1
7058,40,Female,Unemployed,118972,1,Health,8,10435,257493,36278,3,58,6,Low,1
7059,33,Male,Retired,113276,0,Life,14,7914,406164,2823,5,33,9,Low,1
7060,30,Female,Employed,160549,3,Health,1,16378,181075,64381,9,52,1,Medium,0
7061,20,Female,Employed,72772,4,Life,17,11370,255442,22745,9,97,1,Medium,0
7062,65,Male,Retired,85696,0,Life,16,16759,486829,57439,3,46,8,Low,1
7063,26,Female,Employed,194430,1,Life,12,16606,348390,57325,9,23,7,Low,1
7064,31,Female,Retired,195277,0,Health,5,5900,86861,31621,9,60,1,Low,0
7065,30,Female,Unemployed,120837,4,Life,18,18325,137110,69456,1,113,8,Low,1
7066,24,Female,Employed,173966,4,Property,4,1106,289474,47713,0,111,5,Medium,1
7067,32,Male,Unemployed,122750,0,Auto,11,10609,489391,26232,3,56,9,Low,1
7068,24,Female,Self-Employed,133572,3,Health,8,3609,57722,77279,6,65,3,Low,0
7069,55,Female,Unemployed,22918,3,Auto,9,17249,440921,57065,7,76,5,Low,1
7070,51,Female,Self-Employed,131683,4,Health,10,13168,147970,93751,2,19,7,Low,1
7071,58,Female,Unemployed,45629,2,Life,7,7843,414210,29470,2,70,8,Low,1
7072,39,Female,Unemployed,36699,2,Property,19,4541,142196,13398,4,72,3,Low,1
7073,41,Female,Employed,132436,3,Life,1,9676,101360,51443,9,114,1,Low,0
7074,66,Male,Unemployed,73984,2,Health,5,18008,222249,74099,9,33,6,Low,1
7075,54,Male,Retired,71363,3,Life,6,8496,264506,70170,6,53,5,High,0
7076,61,Male,Employed,27069,1,Property,12,9182,207996,9239,3,64,5,Low,1
7077,18,Female,Employed,126815,3,Auto,12,15028,400461,57998,6,116,6,Low,1
7078,27,Female,Employed,124726,1,Auto,14,13665,329902,28344,1,71,3,Low,1
7079,60,Female,Unemployed,90063,4,Life,7,4144,492781,84433,0,50,5,Medium,1
7080,33,Male,Employed,39099,2,Health,14,4724,162598,71760,5,116,1,Low,0
7081,63,Female,Self-Employed,35622,4,Health,16,2526,210255,17453,3,40,8,Low,1
7082,25,Male,Self-Employed,177353,0,Auto,9,520,354028,78430,6,0,9,Low,1
7083,66,Female,Unemployed,59433,0,Property,2,16054,59991,73040,0,24,4,Medium,0
7084,42,Female,Employed,59875,4,Life,17,15686,175046,38721,0,112,5,Low,1
7085,67,Male,Retired,149381,3,Life,4,11189,133535,62440,4,92,7,Medium,1
7086,29,Male,Retired,156204,3,Auto,14,5518,150919,62327,0,51,5,High,0
7087,42,Male,Self-Employed,114932,2,Health,14,12255,375320,23078,1,80,4,Low,1
7088,34,Male,Unemployed,78016,4,Life,15,13439,450067,38863,2,119,8,Low,1
7089,43,Male,Unemployed,194311,0,Health,12,1953,387810,98338,0,70,6,Low,1
7090,63,Male,Unemployed,80891,4,Health,13,11163,92470,5910,7,98,2,High,0
7091,65,Female,Unemployed,126966,4,Auto,10,10821,477243,98039,1,15,4,Low,1
7092,31,Male,Unemployed,113343,2,Health,16,13552,68664,87095,1,20,3,Low,0
7093,58,Female,Employed,59550,3,Property,15,18359,343068,87492,7,1,2,Low,0
7094,53,Female,Employed,137295,0,Property,8,1435,301403,68121,6,89,6,High,0
7095,40,Female,Employed,47196,2,Auto,4,8926,185048,24856,2,68,1,Low,0
7096,60,Female,Retired,73849,0,Life,1,16918,95899,2433,4,4,4,Low,1
7097,23,Female,Employed,67358,0,Health,14,9030,285735,84933,2,72,8,Low,1
7098,64,Male,Unemployed,59513,3,Property,9,12719,354061,9554,4,110,5,Low,1
7099,22,Male,Unemployed,190100,3,Auto,19,4025,192319,2299,8,52,3,High,0
7100,60,Male,Retired,100481,2,Auto,6,6478,255964,51404,2,111,2,Low,0
7101,42,Female,Retired,108915,1,Health,16,12375,287090,58676,2,17,6,Low,1
7102,35,Male,Self-Employed,144790,2,Auto,11,11182,464431,95791,0,18,4,Medium,1
7103,30,Female,Retired,58877,2,Life,11,13207,493749,56775,4,62,7,Low,1
7104,60,Female,Self-Employed,173897,1,Health,14,17589,285405,20921,2,5,8,Low,1
7105,31,Female,Employed,86451,0,Life,11,5347,11985,45012,2,62,9,Low,0
7106,45,Female,Unemployed,43848,4,Property,14,11032,216773,42640,3,26,7,High,0
7107,35,Male,Self-Employed,164741,1,Property,1,12994,120356,72037,1,112,9,Low,1
7108,45,Male,Self-Employed,29875,4,Property,11,9816,304558,68850,1,53,4,Low,1
7109,68,Male,Self-Employed,100389,0,Property,18,5834,294991,76318,7,30,1,Medium,0
7110,44,Male,Retired,87961,1,Auto,17,10291,268995,78029,2,63,7,Low,1
7111,49,Male,Retired,117976,3,Life,4,5030,177586,75730,3,20,2,Low,0
7112,64,Female,Retired,184265,2,Auto,14,738,279455,46614,1,13,9,Low,1
7113,26,Male,Self-Employed,120091,1,Auto,8,13305,126391,24422,4,79,6,Low,1
7114,57,Female,Employed,36552,1,Property,15,15572,491369,37941,8,1,9,Low,1
7115,49,Female,Unemployed,184354,0,Life,16,12600,481589,28495,8,17,8,Medium,1
7116,37,Female,Retired,187275,3,Health,1,18988,456392,84828,7,17,9,Low,1
7117,45,Male,Employed,148682,1,Health,1,10895,368146,66896,8,34,7,High,0
7118,50,Female,Retired,116338,3,Health,10,5131,21428,47870,8,77,3,Medium,0
7119,21,Female,Retired,96105,4,Life,2,19046,62835,91172,8,81,5,Low,0
7120,63,Male,Self-Employed,110802,1,Property,12,15439,149237,54254,9,82,3,Low,1
7121,51,Female,Self-Employed,88740,3,Property,4,6974,44561,18678,1,24,3,Low,1
7122,65,Female,Retired,93301,2,Life,19,4961,343781,61238,2,98,7,Low,1
7123,20,Female,Unemployed,176000,0,Property,1,4065,359442,54768,3,6,6,Low,1
7124,43,Male,Retired,199982,3,Life,1,19817,367991,99516,0,2,5,Medium,1
7125,25,Female,Unemployed,34679,0,Life,9,3608,445886,10380,5,101,5,Low,1
7126,23,Female,Employed,119421,1,Health,13,964,335225,40738,1,56,8,Low,1
7127,33,Male,Retired,54173,1,Health,11,10726,130942,26243,3,75,1,Low,0
7128,41,Male,Unemployed,64899,4,Auto,19,11586,239209,93523,4,53,4,Low,1
7129,65,Female,Employed,67865,0,Life,17,3420,113962,44022,3,15,5,Low,1
7130,56,Male,Employed,58182,2,Health,3,17694,32462,86109,5,19,9,Low,0
7131,47,Male,Self-Employed,59109,2,Health,13,6409,382261,70719,9,4,1,Low,0
7132,62,Male,Employed,155246,3,Health,19,7129,305595,55787,9,60,9,Low,1
7133,30,Male,Self-Employed,168133,2,Property,9,17282,262935,50902,5,30,6,Low,1
7134,22,Male,Employed,127046,0,Health,19,1575,108326,16473,8,23,3,Low,1
7135,42,Male,Employed,85524,1,Property,19,11511,64917,36042,8,106,3,Low,1
7136,37,Male,Unemployed,98812,0,Health,1,8098,68776,78454,0,62,4,High,0
7137,35,Female,Unemployed,138942,0,Property,17,18746,328010,51419,9,44,5,High,0
7138,64,Male,Self-Employed,130572,1,Property,14,17769,20680,83340,7,43,9,Low,0
7139,35,Male,Retired,179553,0,Health,12,14271,168777,78825,4,87,6,Low,1
7140,19,Male,Unemployed,71938,2,Life,2,19450,323087,35151,0,79,5,Medium,1
7141,27,Female,Employed,182348,3,Auto,3,11932,229023,63075,4,110,6,Low,1
7142,62,Male,Self-Employed,84850,3,Auto,5,18557,167465,13100,5,38,6,Low,1
7143,67,Male,Self-Employed,146193,0,Life,3,5759,140035,6590,6,27,9,Low,1
7144,64,Female,Self-Employed,181673,1,Health,14,6990,473534,88752,2,4,7,Low,1
7145,29,Male,Employed,70324,4,Life,18,18575,480111,30251,8,76,7,Low,1
7146,64,Female,Unemployed,172336,0,Health,5,16625,357559,33914,2,14,4,Medium,1
7147,30,Female,Retired,99426,0,Health,3,1157,457634,63727,0,104,5,Low,1
7148,67,Male,Self-Employed,197384,4,Health,2,10077,153821,16134,2,48,7,Low,1
7149,64,Female,Employed,62852,3,Health,9,3114,132874,13045,6,3,8,Low,1
7150,28,Male,Unemployed,198979,3,Health,18,15129,481668,16388,9,13,6,Low,1
7151,36,Male,Unemployed,137503,4,Life,2,1271,207359,49740,0,90,8,Low,1
7152,52,Female,Retired,172130,1,Life,19,19458,83131,33187,3,9,9,Low,1
7153,56,Female,Self-Employed,101657,0,Auto,3,19080,210034,98627,6,86,1,Low,0
7154,43,Male,Employed,123500,2,Health,18,15270,362921,37652,2,100,4,Low,1
7155,63,Male,Unemployed,57352,3,Life,14,8433,247875,67889,6,91,9,Low,1
7156,31,Female,Employed,25021,3,Life,13,6857,385204,22557,3,43,5,Low,1
7157,62,Male,Unemployed,42614,3,Health,16,18881,126556,70420,6,76,4,Low,1
7158,61,Male,Self-Employed,79131,1,Health,11,2582,297022,9962,8,35,9,Low,1
7159,41,Male,Self-Employed,194022,4,Life,12,9463,305623,35891,9,58,2,Low,0
7160,58,Female,Retired,130813,1,Health,3,16787,420125,77067,4,31,2,Low,0
7161,18,Male,Unemployed,194492,3,Property,6,6863,181161,37229,2,108,8,Low,1
7162,68,Male,Employed,22631,0,Life,16,1663,218942,96179,0,100,8,Medium,1
7163,60,Male,Unemployed,157417,3,Auto,12,7441,428551,84693,2,64,5,Low,1
7164,39,Female,Employed,126400,0,Health,6,5382,276845,95248,3,63,6,Medium,1
7165,40,Female,Retired,67674,0,Property,14,13123,192770,47919,1,3,5,Medium,1
7166,36,Female,Unemployed,150323,3,Auto,9,16785,427511,17296,3,0,8,Low,1
7167,35,Male,Self-Employed,46844,3,Auto,17,5556,362361,51892,4,81,6,Low,1
7168,29,Female,Employed,91836,0,Auto,12,4193,165532,21925,7,76,6,Medium,1
7169,45,Male,Self-Employed,124148,1,Health,1,1272,162291,97362,4,88,7,Medium,1
7170,45,Female,Retired,25362,1,Auto,8,1223,76442,50544,1,20,2,Low,0
7171,50,Male,Retired,28097,1,Life,12,18102,458669,92785,0,78,9,Low,1
7172,36,Female,Employed,156671,2,Life,16,17589,249986,17424,8,40,3,Low,1
7173,45,Male,Unemployed,198445,0,Health,1,13854,121383,41628,3,40,9,Medium,1
7174,69,Male,Self-Employed,24258,2,Health,3,9973,245764,63467,8,9,5,Low,1
7175,66,Female,Self-Employed,111066,2,Auto,12,5037,111969,17944,8,116,1,Low,0
7176,54,Male,Employed,92176,0,Health,4,14107,310566,79921,0,98,4,Low,1
7177,43,Female,Employed,57056,2,Life,10,17494,237444,76823,6,3,6,Low,1
7178,52,Female,Employed,37261,0,Life,2,10423,395093,59979,5,68,3,High,0
7179,51,Male,Retired,139173,4,Life,9,10344,471677,56784,1,43,6,Low,1
7180,52,Male,Retired,71696,4,Health,3,14487,235265,13737,9,58,1,Low,0
7181,57,Female,Self-Employed,188899,0,Life,1,8475,133978,63226,3,37,9,Low,1
7182,33,Female,Unemployed,35141,0,Health,5,14209,419734,65199,4,101,9,Low,1
7183,55,Female,Employed,177824,0,Property,5,11888,263870,57025,4,23,4,Low,1
7184,30,Male,Retired,109084,1,Auto,2,8536,10736,20069,6,23,2,Low,0
7185,40,Female,Unemployed,120904,0,Property,15,13588,492169,53914,9,103,8,High,0
7186,39,Male,Employed,113219,3,Life,1,7814,411545,7371,1,18,7,High,0
7187,33,Male,Unemployed,72680,4,Auto,5,8380,115160,3314,2,83,1,Low,0
7188,45,Female,Employed,38792,4,Life,7,2899,243334,4835,1,115,6,Medium,1
7189,65,Female,Unemployed,188700,0,Life,11,18258,60589,36260,6,91,5,Low,1
7190,52,Male,Self-Employed,128469,4,Property,10,18480,31935,64185,6,42,2,Medium,0
7191,62,Male,Employed,73100,0,Life,2,6784,61439,79992,8,74,5,Low,0
7192,63,Male,Employed,144118,0,Auto,14,11988,278824,3632,3,86,6,Low,1
7193,25,Male,Self-Employed,151839,4,Life,5,1245,127616,35383,3,78,6,Medium,1
7194,61,Female,Employed,46992,4,Auto,16,12012,402983,34799,5,84,2,Low,0
7195,39,Male,Employed,148468,3,Property,2,3655,193307,84112,2,99,1,Low,0
7196,38,Female,Retired,49570,2,Health,10,19607,98570,96129,2,12,4,High,0
7197,43,Female,Self-Employed,139571,3,Life,18,16458,131249,48108,8,31,4,Low,1
7198,57,Female,Retired,106126,3,Property,5,6525,370834,64812,6,9,9,Low,1
7199,38,Male,Self-Employed,125389,4,Life,17,6561,375701,85119,8,58,1,Low,0
7200,42,Male,Unemployed,81580,3,Auto,11,4740,343114,63797,1,45,1,Medium,0
7201,58,Female,Self-Employed,20744,4,Life,5,13549,305834,50532,3,100,8,Medium,1
7202,18,Female,Self-Employed,171630,1,Health,6,15380,481634,8587,7,31,5,Medium,1
7203,23,Female,Retired,52259,0,Life,16,1671,414295,12224,8,48,9,Low,1
7204,40,Female,Employed,172522,2,Health,5,11651,263987,73592,2,83,6,Low,1
7205,68,Male,Self-Employed,76949,1,Health,16,3222,428620,21223,7,38,3,Medium,1
7206,40,Female,Employed,188001,0,Life,17,9374,167283,63917,7,110,1,Low,0
7207,60,Male,Self-Employed,66589,0,Property,9,18393,21729,2350,2,50,6,Medium,1
7208,60,Male,Retired,95122,2,Life,2,8435,186838,92565,7,15,3,Low,1
7209,40,Male,Self-Employed,151358,3,Health,19,2763,335623,71222,5,38,4,Low,1
7210,49,Male,Unemployed,194634,0,Property,17,7386,406480,48685,8,59,3,High,0
7211,47,Female,Self-Employed,36387,2,Health,5,2784,107668,16647,0,4,7,Medium,1
7212,30,Male,Self-Employed,134365,4,Health,2,10835,147897,20515,8,80,9,Low,1
7213,60,Female,Employed,42319,0,Life,11,16042,162717,34919,7,99,5,Medium,1
7214,35,Male,Employed,151483,0,Auto,1,19843,180231,92518,9,63,6,Medium,1
7215,40,Female,Unemployed,40729,3,Life,9,3766,359707,67729,7,47,5,Medium,1
7216,32,Female,Self-Employed,105647,3,Auto,6,6715,367074,17935,7,25,3,Low,1
7217,50,Female,Employed,132102,4,Auto,11,18899,111761,75778,9,50,3,Medium,1
7218,38,Female,Self-Employed,35704,0,Life,8,9609,430621,98895,6,67,4,Medium,1
7219,56,Female,Retired,161181,3,Auto,13,9643,169042,40356,2,101,5,Low,1
7220,40,Male,Retired,182244,2,Health,12,8846,270722,82534,5,109,7,Low,1
7221,44,Female,Unemployed,169056,0,Property,9,16086,325234,96164,9,25,9,Low,1
7222,62,Male,Retired,178532,2,Life,15,8064,429824,56247,7,19,5,Low,1
7223,61,Female,Employed,141845,1,Auto,5,6852,222237,20763,7,76,2,Medium,0
7224,35,Male,Employed,150317,4,Health,15,18321,481969,60110,3,109,9,Medium,1
7225,41,Male,Unemployed,189546,3,Property,2,13633,48700,22887,7,70,5,Low,1
7226,68,Male,Self-Employed,64449,1,Auto,15,3544,269465,34020,7,23,6,Medium,1
7227,64,Female,Employed,140247,3,Auto,3,1951,201367,65321,0,66,9,Low,1
7228,57,Male,Retired,158268,1,Health,10,7587,396716,38851,4,66,4,Low,1
7229,68,Female,Employed,71534,3,Property,7,1788,360268,40558,6,49,3,Low,1
7230,59,Female,Unemployed,33549,4,Property,10,18259,315077,91290,7,117,4,Low,1
7231,24,Male,Retired,29821,0,Health,10,4779,496310,31078,8,117,8,Medium,1
7232,67,Male,Retired,55564,2,Property,8,5094,86797,64089,5,15,7,Low,1
7233,65,Female,Retired,31073,1,Life,13,15692,93744,42216,9,94,7,Low,1
7234,37,Female,Unemployed,27282,2,Property,2,1499,438950,14777,4,32,1,Low,0
7235,44,Female,Unemployed,170261,2,Auto,12,6838,278615,79580,7,77,2,Low,0
7236,23,Female,Self-Employed,129966,3,Property,9,18926,103054,11928,5,49,3,Medium,1
7237,44,Female,Self-Employed,30771,0,Life,1,1544,94135,73211,1,115,1,Low,0
7238,26,Female,Self-Employed,81492,3,Life,12,5393,454773,97610,8,111,9,High,0
7239,62,Male,Unemployed,194797,2,Auto,12,9770,449830,64217,8,88,9,Medium,1
7240,48,Female,Retired,173306,4,Auto,3,13813,299850,17359,0,118,5,Medium,1
7241,38,Female,Retired,54096,0,Life,8,5760,107713,90688,8,114,4,Low,1
7242,43,Male,Employed,32236,0,Health,13,2636,193139,80330,4,1,3,Low,1
7243,57,Male,Self-Employed,71544,2,Life,17,3427,380487,73463,8,58,9,Low,1
7244,65,Male,Retired,55921,3,Property,10,2334,289210,73367,4,40,2,Medium,0
7245,62,Female,Retired,44576,4,Auto,15,8254,173710,4039,9,76,8,Low,1
7246,30,Male,Retired,151238,1,Health,9,15421,261987,69918,5,62,7,Low,1
7247,66,Male,Retired,165724,3,Life,18,13976,151559,91859,8,81,2,High,0
7248,40,Female,Unemployed,170710,0,Auto,8,7884,309833,41603,6,61,3,Low,1
7249,37,Female,Self-Employed,35233,3,Property,14,14175,376063,11952,3,83,2,Medium,0
7250,54,Female,Retired,21885,1,Health,11,16662,324365,64185,5,1,3,Low,1
7251,45,Female,Retired,73520,4,Health,13,4879,407183,36478,7,6,4,Medium,1
7252,34,Male,Retired,119203,4,Health,16,10735,251035,19876,4,117,5,Medium,1
7253,45,Female,Retired,186088,1,Property,14,4454,428723,33863,3,76,2,Low,0
7254,58,Male,Employed,129759,1,Auto,9,2462,86744,30386,6,7,7,High,0
7255,19,Female,Retired,162841,2,Life,9,4067,395669,66779,2,2,4,Low,1
7256,42,Male,Retired,194219,0,Auto,19,15023,50223,29284,3,13,1,Medium,0
7257,67,Female,Retired,157521,2,Property,5,19778,309200,75265,6,86,4,Low,1
7258,58,Female,Employed,193251,3,Auto,15,12627,204235,94578,4,71,9,Low,1
7259,23,Female,Unemployed,126459,1,Health,11,3510,280835,5371,0,32,5,Medium,1
7260,28,Male,Employed,28136,2,Life,19,4363,153511,68371,5,119,2,Low,0
7261,55,Male,Retired,91986,0,Property,6,16573,379308,4857,8,26,6,Low,1
7262,23,Male,Unemployed,62999,0,Health,10,12147,220439,41035,9,10,7,Low,1
7263,62,Female,Retired,109567,1,Auto,16,14239,194894,14827,2,96,2,Low,0
7264,28,Male,Unemployed,51052,2,Health,5,7825,97576,78524,3,10,2,High,0
7265,31,Female,Retired,162418,4,Auto,18,17628,77574,96321,9,101,3,Low,0
7266,19,Female,Retired,34852,1,Auto,19,1056,286636,92789,1,106,4,Low,1
7267,57,Female,Unemployed,135418,3,Property,10,15834,270282,6977,2,17,5,Medium,1
7268,20,Male,Unemployed,92603,2,Auto,10,5225,174156,34369,4,91,3,Low,1
7269,52,Female,Retired,182557,2,Health,12,2351,143719,89104,5,104,4,Low,1
7270,50,Male,Employed,126071,1,Property,3,11111,269708,40886,1,89,7,Low,1
7271,41,Female,Employed,44272,2,Life,4,19240,445162,97858,1,93,6,Medium,1
7272,36,Female,Employed,154835,2,Property,12,16319,482306,53664,5,108,2,Low,0
7273,35,Female,Employed,79087,3,Health,7,6775,81193,57790,0,73,7,Low,1
7274,66,Male,Unemployed,74848,3,Auto,12,18767,417635,62973,1,41,2,Low,0
7275,69,Male,Unemployed,50075,4,Property,3,7954,38867,7793,3,2,3,High,0
7276,41,Female,Employed,48692,3,Property,18,16006,197669,58284,0,31,1,Low,0
7277,62,Male,Self-Employed,112085,4,Property,19,6937,252822,43033,4,35,6,Low,1
7278,52,Male,Self-Employed,86414,3,Health,5,8709,392904,84555,2,9,4,Low,1
7279,18,Female,Self-Employed,179920,4,Auto,14,13659,310861,58615,9,84,9,Low,1
7280,53,Female,Retired,140170,3,Life,8,17555,276617,72647,0,114,4,Low,1
7281,42,Male,Employed,39268,3,Life,15,14803,241541,25458,3,54,6,Low,1
7282,62,Female,Retired,145887,1,Auto,16,6592,61089,70478,0,113,8,Medium,0
7283,66,Female,Unemployed,96323,3,Life,18,9830,157209,76234,1,70,5,Low,1
7284,60,Male,Unemployed,136985,4,Auto,11,660,46638,57259,9,116,3,Low,0
7285,51,Male,Self-Employed,192692,1,Property,2,12053,491305,72126,6,24,9,Low,1
7286,42,Female,Self-Employed,96872,4,Property,10,16678,382406,13610,0,61,3,Low,1
7287,33,Male,Unemployed,113274,3,Health,11,4914,161790,66728,5,33,9,High,0
7288,51,Male,Self-Employed,60139,3,Property,5,18466,164732,99811,3,24,2,Medium,0
7289,46,Female,Self-Employed,54037,4,Health,17,10677,408425,65800,5,72,8,Low,1
7290,36,Female,Unemployed,98434,2,Life,1,19840,45608,41246,4,7,6,Medium,1
7291,40,Female,Retired,168750,1,Life,14,16720,290183,70535,5,52,9,Low,1
7292,36,Female,Self-Employed,194123,1,Property,15,8743,83395,57876,4,98,5,Low,1
7293,42,Male,Retired,38141,3,Auto,7,11357,47905,40198,1,107,4,Low,1
7294,33,Male,Self-Employed,44160,1,Life,8,5205,27047,20924,9,91,2,High,0
7295,68,Female,Employed,163907,4,Life,16,16304,403717,2658,3,9,1,Low,0
7296,26,Female,Retired,29383,3,Life,13,18628,195998,3135,6,77,4,Medium,1
7297,18,Female,Retired,124882,1,Auto,5,16593,323215,29809,3,92,8,Medium,1
7298,59,Female,Self-Employed,175636,0,Property,3,9655,295447,39661,4,0,9,Low,1
7299,36,Male,Retired,127549,1,Health,13,12402,202042,53955,1,57,1,Low,0
7300,50,Male,Employed,189556,4,Auto,19,8617,354280,82536,2,18,2,Low,0
7301,51,Female,Unemployed,71556,1,Auto,12,5432,348914,37601,4,77,3,Low,1
7302,33,Female,Employed,179352,2,Life,19,1649,98087,32598,3,117,8,Low,1
7303,61,Male,Unemployed,193854,2,Health,17,3059,195837,80211,2,19,9,Low,1
7304,57,Male,Employed,177367,3,Auto,11,10869,441865,52017,1,101,3,Low,1
7305,35,Male,Employed,77596,2,Life,3,1567,424695,12165,8,47,4,Low,1
7306,51,Male,Retired,118236,4,Auto,2,16243,426116,10038,1,99,8,Low,1
7307,42,Female,Employed,133424,0,Life,14,18713,70005,14773,8,104,3,Medium,1
7308,62,Male,Self-Employed,118145,0,Health,17,4783,285924,36671,3,71,6,Low,1
7309,23,Male,Self-Employed,95287,3,Health,2,13031,419077,71718,9,57,1,Medium,0
7310,38,Male,Self-Employed,91678,3,Life,18,1422,97872,75825,8,37,7,Low,1
7311,23,Female,Self-Employed,65955,2,Property,15,14705,32041,6593,8,41,5,Low,1
7312,49,Female,Retired,71080,4,Auto,12,18434,477273,32101,9,87,4,Low,1
7313,58,Male,Self-Employed,101793,2,Property,16,3482,295849,53243,4,6,8,Medium,1
7314,65,Male,Employed,173722,4,Auto,16,2544,92855,10244,6,106,8,High,0
7315,60,Female,Self-Employed,123717,4,Health,7,6313,288285,3753,3,68,7,Low,1
7316,56,Female,Retired,174284,0,Auto,6,7597,262320,35497,9,77,1,High,0
7317,48,Male,Unemployed,87726,4,Life,14,2097,117960,38685,3,72,6,Low,1
7318,59,Female,Employed,62882,1,Life,8,2821,264374,4928,0,19,3,Low,1
7319,27,Male,Employed,43038,4,Life,19,15760,179600,67833,9,51,8,Low,1
7320,47,Female,Retired,93630,0,Property,19,1817,430445,76500,8,25,3,Low,1
7321,69,Male,Unemployed,42451,2,Health,12,18441,222004,35055,9,88,8,Low,1
7322,35,Male,Self-Employed,75352,4,Health,9,1569,406561,65237,7,115,5,Medium,1
